date,store_id,region,store_format,category,price,on_promo,promo_discount,effective_price,units_sold,revenue,inventory_on_hand,stockout,day_of_week,week_of_year,month,is_weekend,is_holiday,holiday_name,season
2025-05-03,S007,Midwest,Supercenter,Electronics,24.02,False,0.0,24.02,3,72.06,55,False,Saturday,18,5,True,False,,Spring
2025-06-26,S007,Midwest,Supercenter,Electronics,316.21,False,0.0,316.21,1,316.21,66,False,Thursday,26,6,False,False,,Summer
2024-11-10,S007,Midwest,Supercenter,Electronics,644.71,False,0.0,644.71,6,3868.26,69,False,Sunday,45,11,True,False,,Fall
2024-08-10,S007,Midwest,Supercenter,Electronics,89.24,False,0.0,89.24,2,178.48,68,False,Saturday,32,8,True,False,,Summer
2025-01-13,S007,Midwest,Supercenter,Electronics,136.72,False,0.0,136.72,2,273.44,53,False,Monday,3,1,False,False,,Winter
2024-10-12,S007,Midwest,Supercenter,Electronics,592.06,False,0.0,592.06,4,2368.24,58,False,Saturday,41,10,True,False,,Fall
2025-04-11,S007,Midwest,Supercenter,Electronics,33.89,False,0.0,33.89,1,33.89,61,False,Friday,15,4,False,False,,Spring
2025-04-06,S007,Midwest,Supercenter,Electronics,366.78,False,0.0,366.78,1,366.78,132,False,Sunday,14,4,True,False,,Spring
2025-02-12,S007,Midwest,Supercenter,Electronics,419.37,False,0.0,419.37,3,1258.11,84,False,Wednesday,7,2,False,False,,Winter
2025-03-09,S007,Midwest,Supercenter,Electronics,289.14,False,0.0,289.14,1,289.14,107,False,Sunday,10,3,True,False,,Spring
2025-05-20,S007,Midwest,Supercenter,Electronics,488.63,False,0.0,488.63,0,0.0,94,False,Tuesday,21,5,False,False,,Spring
2025-07-16,S007,Midwest,Supercenter,Electronics,32.24,False,0.0,32.24,1,32.24,48,False,Wednesday,29,7,False,False,,Summer
2025-07-28,S007,Midwest,Supercenter,Electronics,734.83,False,0.0,734.83,1,734.83,61,False,Monday,31,7,False,False,,Summer
2024-08-26,S007,Midwest,Supercenter,Electronics,450.54,True,0.2,360.43,3,1081.29,79,False,Monday,35,8,False,False,,Summer
2024-11-17,S007,Midwest,Supercenter,Electronics,289.0,False,0.0,289.0,8,2312.0,83,False,Sunday,46,11,True,False,,Fall
2024-09-12,S007,Midwest,Supercenter,Electronics,254.18,False,0.0,254.18,5,1270.9,82,False,Thursday,37,9,False,False,,Fall
2025-07-19,S007,Midwest,Supercenter,Electronics,102.04,False,0.0,102.04,0,0.0,81,False,Saturday,29,7,True,False,,Summer
2025-02-13,S007,Midwest,Supercenter,Electronics,178.51,False,0.0,178.51,2,357.02,88,False,Thursday,7,2,False,False,,Winter
2024-11-23,S007,Midwest,Supercenter,Electronics,727.26,False,0.0,727.26,3,2181.78,77,False,Saturday,47,11,True,False,,Fall
2025-02-10,S007,Midwest,Supercenter,Grocery,6.06,False,0.0,6.06,11,66.66,208,False,Monday,7,2,False,False,,Winter
2024-09-03,S007,Midwest,Supercenter,Grocery,4.06,False,0.0,4.06,19,77.14,197,False,Tuesday,36,9,False,False,,Fall
2024-08-16,S007,Midwest,Supercenter,Grocery,4.3,False,0.0,4.3,17,73.1,155,False,Friday,33,8,False,False,,Summer
2025-06-06,S007,Midwest,Supercenter,Grocery,13.94,False,0.0,13.94,12,167.28,192,False,Friday,23,6,False,False,,Summer
2024-09-27,S007,Midwest,Supercenter,Grocery,13.83,False,0.0,13.83,9,124.47,213,False,Friday,39,9,False,False,,Fall
2025-01-31,S007,Midwest,Supercenter,Grocery,11.15,False,0.0,11.15,13,144.95,212,False,Friday,5,1,False,False,,Winter
2024-10-16,S007,Midwest,Supercenter,Grocery,3.28,False,0.0,3.28,8,26.24,204,False,Wednesday,42,10,False,False,,Fall
2024-11-28,S007,Midwest,Supercenter,Grocery,17.65,False,0.0,17.65,17,300.05,178,False,Thursday,48,11,False,True,Thanksgiving,Fall
2024-12-31,S007,Midwest,Supercenter,Grocery,8.61,False,0.0,8.61,18,154.98,196,False,Tuesday,1,12,False,True,New Year's Eve,Winter
2024-12-05,S007,Midwest,Supercenter,Grocery,2.61,False,0.0,2.61,11,28.71,167,False,Thursday,49,12,False,False,,Winter
2025-07-05,S007,Midwest,Supercenter,Grocery,18.01,False,0.0,18.01,16,288.16,214,False,Saturday,27,7,True,False,,Summer
2024-09-09,S007,Midwest,Supercenter,Grocery,17.57,False,0.0,17.57,7,122.99,208,False,Monday,37,9,False,False,,Fall
2025-06-01,S007,Midwest,Supercenter,Grocery,4.05,False,0.0,4.05,13,52.65,188,False,Sunday,22,6,True,False,,Summer
2024-09-25,S007,Midwest,Supercenter,Grocery,,False,0.0,19.87,9,178.83,185,False,Wednesday,39,9,False,False,,Fall
2024-12-16,S007,Midwest,Supercenter,Grocery,3.65,False,0.0,3.65,13,47.45,204,False,Monday,51,12,False,False,,Winter
2025-05-28,S007,Midwest,Supercenter,Grocery,11.09,False,0.0,11.09,11,121.99,211,False,Wednesday,22,5,False,False,,Spring
2024-08-01,S007,Midwest,Supercenter,Grocery,2.48,False,0.0,2.48,11,27.28,231,False,Thursday,31,8,False,False,,Summer
2025-05-03,S007,Midwest,Supercenter,Grocery,4.79,False,0.0,4.79,18,86.22,201,False,Saturday,18,5,True,False,,Spring
2025-06-26,S007,Midwest,Supercenter,Grocery,9.86,True,0.1,8.87,8,70.96,196,False,Thursday,26,6,False,False,,Summer
2024-11-10,S007,Midwest,Supercenter,Grocery,18.22,False,0.0,18.22,17,309.74,204,False,Sunday,45,11,True,False,,Fall
2024-08-10,S007,Midwest,Supercenter,Grocery,16.29,False,0.0,16.29,13,211.77,193,False,Saturday,32,8,True,False,,Summer
2025-01-13,S007,Midwest,Supercenter,Grocery,10.11,False,0.0,10.11,8,80.88,165,False,Monday,3,1,False,False,,Winter
2024-10-12,S007,Midwest,Supercenter,Grocery,13.12,False,0.0,13.12,17,223.04,202,False,Saturday,41,10,True,False,,Fall
2025-04-11,S007,Midwest,Supercenter,Grocery,18.36,False,0.0,18.36,6,110.16,181,False,Friday,15,4,False,False,,Spring
2025-04-06,S007,Midwest,Supercenter,Grocery,13.0,False,0.0,13.0,14,182.0,182,False,Sunday,14,4,True,False,,Spring
2025-02-12,S007,Midwest,Supercenter,Grocery,19.78,False,0.0,19.78,10,197.8,225,False,Wednesday,7,2,False,False,,Winter
2025-03-09,S007,Midwest,Supercenter,Grocery,5.3,False,0.0,5.3,10,53.0,169,False,Sunday,10,3,True,False,,Spring
2025-05-20,S007,Midwest,Supercenter,Grocery,17.76,True,0.05,16.87,13,219.31,191,False,Tuesday,21,5,False,False,,Spring
2025-07-16,S007,Midwest,Supercenter,Grocery,5.27,True,0.15,4.48,11,49.28,158,False,Wednesday,29,7,False,False,,Summer
2025-07-28,S007,Midwest,Supercenter,Grocery,19.35,False,0.0,19.35,11,212.85,232,False,Monday,31,7,False,False,,Summer
2024-08-26,S007,Midwest,Supercenter,Grocery,13.32,False,0.0,13.32,9,119.88,189,False,Monday,35,8,False,False,,Summer
2024-11-17,S007,Midwest,Supercenter,Grocery,5.56,False,0.0,5.56,30,166.8,174,False,Sunday,46,11,True,False,,Fall
2024-09-12,S007,Midwest,Supercenter,Grocery,15.05,False,0.0,15.05,14,210.7,185,False,Thursday,37,9,False,False,,Fall
2025-07-19,S007,Midwest,Supercenter,Grocery,19.95,False,0.0,19.95,8,159.6,186,False,Saturday,29,7,True,False,,Summer
2025-02-13,S007,Midwest,Supercenter,Grocery,12.67,False,0.0,12.67,10,126.7,141,False,Thursday,7,2,False,False,,Winter
2024-11-23,S007,Midwest,Supercenter,Grocery,3.08,False,0.0,3.08,24,73.92,186,False,Saturday,47,11,True,False,,Fall
2025-02-10,S007,Midwest,Supercenter,Household,11.18,False,0.0,11.18,8,89.44,37,False,Monday,7,2,False,False,,Winter
2024-09-03,S007,Midwest,Supercenter,Household,158.98,False,0.0,158.98,12,1907.76,117,False,Tuesday,36,9,False,False,,Fall
2024-08-16,S007,Midwest,Supercenter,Household,86.96,False,0.0,86.96,5,434.8,65,False,Friday,33,8,False,False,,Summer
2025-06-06,S007,Midwest,Supercenter,Household,132.57,False,0.0,132.57,3,397.71,17,False,Friday,23,6,False,False,,Summer
2024-09-27,S007,Midwest,Supercenter,Household,22.11,False,0.0,22.11,8,176.88,50,False,Friday,39,9,False,False,,Fall
2025-01-31,S007,Midwest,Supercenter,Household,198.34,True,0.05,188.42,9,1695.78,39,False,Friday,5,1,False,False,,Winter
2024-10-16,S007,Midwest,Supercenter,Household,178.84,True,0.15,152.01,4,608.04,49,False,Wednesday,42,10,False,False,,Fall
2024-11-28,S007,Midwest,Supercenter,Household,181.47,False,0.0,181.47,10,1814.7,85,False,Thursday,48,11,False,True,Thanksgiving,Fall
2024-12-31,S007,Midwest,Supercenter,Household,145.22,False,0.0,145.22,8,1161.76,54,False,Tuesday,1,12,False,True,New Year's Eve,Winter
2024-12-05,S007,Midwest,Supercenter,Household,142.25,False,0.0,142.25,9,1280.25,77,False,Thursday,49,12,False,False,,Winter
2025-07-05,S007,Midwest,Supercenter,Household,24.28,False,0.0,24.28,5,121.4,115,False,Saturday,27,7,True,False,,Summer
2024-09-09,S007,Midwest,Supercenter,Household,25.81,True,0.15,21.94,10,219.4,97,False,Monday,37,9,False,False,,Fall
2025-06-01,S007,Midwest,Supercenter,Household,177.49,False,0.0,177.49,8,1419.92,101,False,Sunday,22,6,True,False,,Summer
2024-09-25,S007,Midwest,Supercenter,Household,142.44,False,0.0,142.44,6,854.64,64,False,Wednesday,39,9,False,False,,Fall
2024-12-16,S007,Midwest,Supercenter,Household,151.64,False,0.0,151.64,9,1364.76,49,False,Monday,51,12,False,False,,Winter
2025-05-28,S007,Midwest,Supercenter,Household,44.97,False,0.0,44.97,2,89.94,67,False,Wednesday,22,5,False,False,,Spring
2024-08-01,S007,Midwest,Supercenter,Household,88.65,False,0.0,88.65,6,531.9,79,False,Thursday,31,8,False,False,,Summer
2025-05-03,S007,Midwest,Supercenter,Household,108.79,False,0.0,108.79,2,217.58,111,False,Saturday,18,5,True,False,,Spring
2025-06-26,S007,Midwest,Supercenter,Household,177.6,False,0.0,177.6,6,1065.6,69,False,Thursday,26,6,False,False,,Summer
2024-11-10,S007,Midwest,Supercenter,Household,166.4,False,0.0,166.4,8,1331.2,53,False,Sunday,45,11,True,False,,Fall
2024-08-10,S007,Midwest,Supercenter,Household,17.33,True,0.15,14.73,7,103.11,88,False,Saturday,32,8,True,False,,Summer
2025-01-13,S007,Midwest,Supercenter,Household,39.5,False,0.0,39.5,4,158.0,44,False,Monday,3,1,False,False,,Winter
2024-10-12,S007,Midwest,Supercenter,Household,198.68,False,0.0,198.68,8,1589.44,52,False,Saturday,41,10,True,False,,Fall
2025-04-11,S007,Midwest,Supercenter,Household,21.67,False,0.0,21.67,3,65.01,69,False,Friday,15,4,False,False,,Spring
2025-04-06,S007,Midwest,Supercenter,Household,131.19,True,0.15,111.51,1,111.51,76,False,Sunday,14,4,True,False,,Spring
2025-02-12,S007,Midwest,Supercenter,Household,194.68,False,0.0,194.68,6,1168.08,55,False,Wednesday,7,2,False,False,,Winter
2025-03-09,S007,Midwest,Supercenter,Household,49.44,False,0.0,49.44,7,346.08,86,False,Sunday,10,3,True,False,,Spring
2025-05-20,S007,Midwest,Supercenter,Household,199.31,True,0.15,169.41,8,1355.28,66,False,Tuesday,21,5,False,False,,Spring
2025-07-16,S007,Midwest,Supercenter,Household,97.93,False,0.0,97.93,5,489.65,78,False,Wednesday,29,7,False,False,,Summer
2025-07-28,S007,Midwest,Supercenter,Household,77.78,False,0.0,77.78,3,233.34,78,False,Monday,31,7,False,False,,Summer
2024-08-26,S007,Midwest,Supercenter,Household,61.04,False,0.0,61.04,6,366.24,97,False,Monday,35,8,False,False,,Summer
2024-11-17,S007,Midwest,Supercenter,Household,165.65,False,0.0,165.65,8,1325.2,45,False,Sunday,46,11,True,False,,Fall
2024-09-12,S007,Midwest,Supercenter,Household,83.77,False,0.0,83.77,5,418.85,26,False,Thursday,37,9,False,False,,Fall
2025-07-19,S007,Midwest,Supercenter,Household,164.95,False,0.0,164.95,9,1484.55,42,False,Saturday,29,7,True,False,,Summer
2025-02-13,S007,Midwest,Supercenter,Household,195.54,False,0.0,195.54,3,586.62,56,False,Thursday,7,2,False,False,,Winter
2024-11-23,S007,Midwest,Supercenter,Household,146.27,False,0.0,146.27,9,1316.43,74,False,Saturday,47,11,True,False,,Fall
2025-02-10,S007,Midwest,Supercenter,Pharmacy,148.9,False,0.0,148.9,6,893.4,91,False,Monday,7,2,False,False,,Winter
2024-09-03,S007,Midwest,Supercenter,Pharmacy,149.14,True,0.1,134.23,5,671.15,61,False,Tuesday,36,9,False,False,,Fall
2024-08-16,S007,Midwest,Supercenter,Pharmacy,95.24,False,0.0,95.24,2,190.48,64,False,Friday,33,8,False,False,,Summer
2025-06-06,S007,Midwest,Supercenter,Pharmacy,86.41,False,0.0,86.41,3,259.23,62,False,Friday,23,6,False,False,,Summer
2024-09-27,S007,Midwest,Supercenter,Pharmacy,111.18,False,0.0,111.18,3,333.54,76,False,Friday,39,9,False,False,,Fall
2025-01-31,S007,Midwest,Supercenter,Pharmacy,59.36,False,0.0,59.36,5,296.8,101,False,Friday,5,1,False,False,,Winter
2024-10-16,S007,Midwest,Supercenter,Pharmacy,108.99,True,0.15,92.64,1,92.64,47,False,Wednesday,42,10,False,False,,Fall
2024-11-28,S007,Midwest,Supercenter,Pharmacy,20.97,False,0.0,20.97,8,167.76,69,False,Thursday,48,11,False,True,Thanksgiving,Fall
2024-12-31,S007,Midwest,Supercenter,Pharmacy,38.27,True,0.15,32.53,6,195.18,108,False,Tuesday,1,12,False,True,New Year's Eve,Winter
2024-12-05,S007,Midwest,Supercenter,Pharmacy,92.23,False,0.0,92.23,1,92.23,40,False,Thursday,49,12,False,False,,Winter
2025-07-05,S007,Midwest,Supercenter,Pharmacy,101.05,False,0.0,101.05,6,606.3,86,False,Saturday,27,7,True,False,,Summer
2024-09-09,S007,Midwest,Supercenter,Pharmacy,84.79,False,0.0,84.79,4,339.16,83,False,Monday,37,9,False,False,,Fall
2025-06-01,S007,Midwest,Supercenter,Pharmacy,128.06,False,0.0,128.06,3,384.18,96,False,Sunday,22,6,True,False,,Summer
2024-09-25,S007,Midwest,Supercenter,Pharmacy,6.43,False,0.0,6.43,4,25.72,55,False,Wednesday,39,9,False,False,,Fall
2024-12-16,S007,Midwest,Supercenter,Pharmacy,83.35,False,0.0,83.35,5,416.75,97,False,Monday,51,12,False,False,,Winter
2025-05-28,S007,Midwest,Supercenter,Pharmacy,81.43,False,0.0,81.43,2,162.86,96,False,Wednesday,22,5,False,False,,Spring
2024-08-01,S007,Midwest,Supercenter,Pharmacy,18.24,False,0.0,18.24,5,91.2,61,False,Thursday,31,8,False,False,,Summer
2025-05-03,S007,Midwest,Supercenter,Pharmacy,27.48,False,0.0,27.48,4,109.92,53,False,Saturday,18,5,True,False,,Spring
2025-06-26,S007,Midwest,Supercenter,Pharmacy,64.78,True,0.05,61.54,1,61.54,80,False,Thursday,26,6,False,False,,Summer
2024-11-10,S007,Midwest,Supercenter,Pharmacy,86.18,False,0.0,86.18,2,172.36,101,False,Sunday,45,11,True,False,,Fall
2024-08-10,S007,Midwest,Supercenter,Pharmacy,83.81,True,0.15,71.24,6,427.44,61,False,Saturday,32,8,True,False,,Summer
2025-01-13,S007,Midwest,Supercenter,Pharmacy,81.5,False,0.0,81.5,3,244.5,61,False,Monday,3,1,False,False,,Winter
2024-10-12,S007,Midwest,Supercenter,Pharmacy,133.55,False,0.0,133.55,6,801.3,74,False,Saturday,41,10,True,False,,Fall
2025-04-11,S007,Midwest,Supercenter,Pharmacy,67.8,False,0.0,67.8,3,203.4,65,False,Friday,15,4,False,False,,Spring
2025-04-06,S007,Midwest,Supercenter,Pharmacy,100.93,False,0.0,100.93,3,302.79,54,False,Sunday,14,4,True,False,,Spring
2025-02-12,S007,Midwest,Supercenter,Pharmacy,140.03,False,0.0,140.03,2,280.06,83,False,Wednesday,7,2,False,False,,Winter
2025-03-09,S007,Midwest,Supercenter,Pharmacy,108.31,False,0.0,108.31,4,433.24,77,False,Sunday,10,3,True,False,,Spring
2025-05-20,S007,Midwest,Supercenter,Pharmacy,94.24,False,0.0,94.24,3,282.72,114,False,Tuesday,21,5,False,False,,Spring
2025-07-16,S007,Midwest,Supercenter,Pharmacy,62.28,False,0.0,62.28,2,124.56,97,False,Wednesday,29,7,False,False,,Summer
2025-07-28,S007,Midwest,Supercenter,Pharmacy,96.38,False,0.0,96.38,5,481.9,68,False,Monday,31,7,False,False,,Summer
2024-08-26,S007,Midwest,Supercenter,Pharmacy,105.4,False,0.0,105.4,2,210.8,84,False,Monday,35,8,False,False,,Summer
2024-11-17,S007,Midwest,Supercenter,Pharmacy,64.8,False,0.0,64.8,4,259.2,111,False,Sunday,46,11,True,False,,Fall
2024-09-12,S007,Midwest,Supercenter,Pharmacy,7.0,False,0.0,7.0,3,21.0,100,False,Thursday,37,9,False,False,,Fall
2025-07-19,S007,Midwest,Supercenter,Pharmacy,134.01,False,0.0,134.01,2,268.02,35,False,Saturday,29,7,True,False,,Summer
2025-02-13,S007,Midwest,Supercenter,Pharmacy,147.15,False,0.0,147.15,4,588.6,96,False,Thursday,7,2,False,False,,Winter
2024-11-23,S007,Midwest,Supercenter,Pharmacy,25.64,True,0.15,21.79,4,87.16,76,False,Saturday,47,11,True,False,,Fall
2025-02-10,S008,Northeast,Neighborhood Market,Apparel,11.89,False,0.0,11.89,4,47.56,76,False,Monday,7,2,False,False,,Winter
2024-09-03,S008,Northeast,Neighborhood Market,Apparel,28.03,False,0.0,28.03,1,28.03,99,False,Tuesday,36,9,False,False,,Fall
2024-08-16,S008,Northeast,Neighborhood Market,Apparel,52.98,False,0.0,52.98,10,529.8,47,False,Friday,33,8,False,False,,Summer
2025-06-06,S008,Northeast,Neighborhood Market,Apparel,92.97,False,0.0,92.97,4,371.88,84,False,Friday,23,6,False,False,,Summer
2024-09-27,S008,Northeast,Neighborhood Market,Apparel,53.87,False,0.0,53.87,4,215.48,78,False,Friday,39,9,False,False,,Fall
2025-01-31,S008,Northeast,Neighborhood Market,Apparel,99.92,False,0.0,99.92,8,799.36,67,False,Friday,5,1,False,False,,Winter
2024-10-16,S008,Northeast,Neighborhood Market,Apparel,94.54,False,0.0,94.54,6,567.24,59,False,Wednesday,42,10,False,False,,Fall
2024-11-28,S008,Northeast,Neighborhood Market,Apparel,45.31,False,0.0,45.31,8,362.48,44,False,Thursday,48,11,False,True,Thanksgiving,Fall
2024-12-31,S008,Northeast,Neighborhood Market,Apparel,69.33,False,0.0,69.33,6,415.98,103,False,Tuesday,1,12,False,True,New Year's Eve,Winter
2024-12-05,S008,Northeast,Neighborhood Market,Apparel,42.69,False,0.0,42.69,4,170.76,59,False,Thursday,49,12,False,False,,Winter
2025-07-05,S008,Northeast,Neighborhood Market,Apparel,104.6,False,0.0,104.6,2,209.2,74,False,Saturday,27,7,True,False,,Summer
2024-09-09,S008,Northeast,Neighborhood Market,Apparel,26.97,False,0.0,26.97,3,80.91,106,False,Monday,37,9,False,False,,Fall
2025-06-01,S008,Northeast,Neighborhood Market,Apparel,109.58,True,0.2,87.66,3,262.98,97,False,Sunday,22,6,True,False,,Summer
2024-09-25,S008,Northeast,Neighborhood Market,Apparel,69.45,False,0.0,69.45,5,347.25,68,False,Wednesday,39,9,False,False,,Fall
2024-12-16,S008,Northeast,Neighborhood Market,Apparel,67.28,False,0.0,67.28,5,336.4,94,False,Monday,51,12,False,False,,Winter
2025-05-28,S008,Northeast,Neighborhood Market,Apparel,56.84,True,0.05,54.0,2,108.0,64,False,Wednesday,22,5,False,False,,Spring
2024-08-01,S008,Northeast,Neighborhood Market,Apparel,114.2,False,0.0,114.2,5,571.0,103,False,Thursday,31,8,False,False,,Summer
2025-05-03,S008,Northeast,Neighborhood Market,Apparel,16.6,False,0.0,16.6,4,66.4,68,False,Saturday,18,5,True,False,,Spring
2025-06-26,S008,Northeast,Neighborhood Market,Apparel,51.91,False,0.0,51.91,4,207.64,70,False,Thursday,26,6,False,False,,Summer
2024-11-10,S008,Northeast,Neighborhood Market,Apparel,108.44,False,0.0,108.44,7,759.08,65,False,Sunday,45,11,True,False,,Fall
2024-08-10,S008,Northeast,Neighborhood Market,Apparel,19.86,False,0.0,19.86,6,119.16,102,False,Saturday,32,8,True,False,,Summer
2025-01-13,S008,Northeast,Neighborhood Market,Apparel,81.87,False,0.0,81.87,4,327.48,77,False,Monday,3,1,False,False,,Winter
2024-10-12,S008,Northeast,Neighborhood Market,Apparel,16.87,False,0.0,16.87,7,118.09,60,False,Saturday,41,10,True,False,,Fall
2025-04-11,S008,Northeast,Neighborhood Market,Apparel,18.84,True,0.15,16.01,2,32.02,107,False,Friday,15,4,False,False,,Spring
2025-04-06,S008,Northeast,Neighborhood Market,Apparel,80.01,False,0.0,80.01,3,240.03,103,False,Sunday,14,4,True,False,,Spring
2025-02-12,S008,Northeast,Neighborhood Market,Apparel,25.43,False,0.0,25.43,2,50.86,53,False,Wednesday,7,2,False,False,,Winter
2025-03-09,S008,Northeast,Neighborhood Market,Apparel,28.03,True,0.15,23.83,3,71.49,78,False,Sunday,10,3,True,False,,Spring
2025-05-20,S008,Northeast,Neighborhood Market,Apparel,23.2,False,0.0,23.2,2,46.4,27,False,Tuesday,21,5,False,False,,Spring
2025-07-16,S008,Northeast,Neighborhood Market,Apparel,29.4,False,0.0,29.4,3,88.2,92,False,Wednesday,29,7,False,False,,Summer
2025-07-28,S008,Northeast,Neighborhood Market,Apparel,27.15,False,0.0,27.15,3,81.45,91,False,Monday,31,7,False,False,,Summer
2024-08-26,S008,Northeast,Neighborhood Market,Apparel,111.92,True,0.1,100.73,2,201.46,55,False,Monday,35,8,False,False,,Summer
2024-11-17,S008,Northeast,Neighborhood Market,Apparel,40.13,True,0.15,34.11,2,68.22,77,False,Sunday,46,11,True,False,,Fall
2024-09-12,S008,Northeast,Neighborhood Market,Apparel,97.01,True,0.05,92.16,8,737.28,77,False,Thursday,37,9,False,False,,Fall
2025-07-19,S008,Northeast,Neighborhood Market,Apparel,81.99,False,0.0,81.99,5,409.95,44,False,Saturday,29,7,True,False,,Summer
2025-02-13,S008,Northeast,Neighborhood Market,Apparel,12.95,False,0.0,12.95,3,38.85,77,False,Thursday,7,2,False,False,,Winter
2024-11-23,S008,Northeast,Neighborhood Market,Apparel,20.79,False,0.0,20.79,6,124.74,66,False,Saturday,47,11,True,False,,Fall
2025-02-10,S008,Northeast,Neighborhood Market,Electronics,474.84,False,0.0,474.84,0,0.0,120,False,Monday,7,2,False,False,,Winter
2024-09-03,S008,Northeast,Neighborhood Market,Electronics,444.99,False,0.0,444.99,4,1779.96,92,False,Tuesday,36,9,False,False,,Fall
2024-08-16,S008,Northeast,Neighborhood Market,Electronics,428.46,False,0.0,428.46,1,428.46,116,False,Friday,33,8,False,False,,Summer
2025-06-06,S008,Northeast,Neighborhood Market,Electronics,599.43,False,0.0,599.43,2,1198.86,80,False,Friday,23,6,False,False,,Summer
2024-09-27,S008,Northeast,Neighborhood Market,Electronics,208.0,False,0.0,208.0,2,416.0,89,False,Friday,39,9,False,False,,Fall
2025-01-31,S008,Northeast,Neighborhood Market,Electronics,772.66,False,0.0,772.66,6,4635.96,65,False,Friday,5,1,False,False,,Winter
2024-10-16,S008,Northeast,Neighborhood Market,Electronics,755.48,False,0.0,755.48,3,2266.44,39,False,Wednesday,42,10,False,False,,Fall
2024-11-28,S008,Northeast,Neighborhood Market,Electronics,696.07,False,0.0,696.07,8,5568.56,69,False,Thursday,48,11,False,True,Thanksgiving,Fall
2024-12-31,S008,Northeast,Neighborhood Market,Electronics,35.73,False,0.0,35.73,6,214.38,70,False,Tuesday,1,12,False,True,New Year's Eve,Winter
2024-12-05,S008,Northeast,Neighborhood Market,Electronics,323.62,False,0.0,323.62,6,1941.72,66,False,Thursday,49,12,False,False,,Winter
2025-07-05,S008,Northeast,Neighborhood Market,Electronics,305.77,False,0.0,305.77,5,1528.85,59,False,Saturday,27,7,True,False,,Summer
2024-09-09,S008,Northeast,Neighborhood Market,Electronics,788.9,False,0.0,788.9,3,2366.7,113,False,Monday,37,9,False,False,,Fall
2025-06-01,S008,Northeast,Neighborhood Market,Electronics,247.74,False,0.0,247.74,3,743.22,78,False,Sunday,22,6,True,False,,Summer
2024-09-25,S008,Northeast,Neighborhood Market,Electronics,483.7,False,0.0,483.7,3,1451.1,50,False,Wednesday,39,9,False,False,,Fall
2024-12-16,S008,Northeast,Neighborhood Market,Electronics,644.65,False,0.0,644.65,4,2578.6,65,False,Monday,51,12,False,False,,Winter
2025-05-28,S008,Northeast,Neighborhood Market,Electronics,578.58,False,0.0,578.58,2,1157.16,116,False,Wednesday,22,5,False,False,,Spring
2024-08-01,S008,Northeast,Neighborhood Market,Electronics,566.76,True,0.15,481.75,0,0.0,51,False,Thursday,31,8,False,False,,Summer
2025-05-03,S008,Northeast,Neighborhood Market,Electronics,710.45,False,0.0,710.45,1,710.45,65,False,Saturday,18,5,True,False,,Spring
2025-06-26,S008,Northeast,Neighborhood Market,Electronics,246.0,False,0.0,246.0,1,246.0,63,False,Thursday,26,6,False,False,,Summer
2024-11-10,S008,Northeast,Neighborhood Market,Electronics,382.93,False,0.0,382.93,5,1914.65,122,False,Sunday,45,11,True,False,,Fall
2024-08-10,S008,Northeast,Neighborhood Market,Electronics,662.52,False,0.0,662.52,2,1325.04,72,False,Saturday,32,8,True,False,,Summer
2025-01-13,S008,Northeast,Neighborhood Market,Electronics,446.47,False,0.0,446.47,1,446.47,73,False,Monday,3,1,False,False,,Winter
2024-10-12,S008,Northeast,Neighborhood Market,Electronics,135.23,False,0.0,135.23,5,676.15,57,False,Saturday,41,10,True,False,,Fall
2025-04-11,S008,Northeast,Neighborhood Market,Electronics,656.44,False,0.0,656.44,3,1969.32,84,False,Friday,15,4,False,False,,Spring
2025-04-06,S008,Northeast,Neighborhood Market,Electronics,393.31,False,0.0,393.31,1,393.31,90,False,Sunday,14,4,True,False,,Spring
2025-02-12,S008,Northeast,Neighborhood Market,Electronics,118.46,True,0.05,112.54,5,562.7,88,False,Wednesday,7,2,False,False,,Winter
2025-03-09,S008,Northeast,Neighborhood Market,Electronics,388.05,False,0.0,388.05,3,1164.15,71,False,Sunday,10,3,True,False,,Spring
2025-05-20,S008,Northeast,Neighborhood Market,Electronics,706.12,False,0.0,706.12,0,0.0,49,False,Tuesday,21,5,False,False,,Spring
2025-07-16,S008,Northeast,Neighborhood Market,Electronics,37.59,False,0.0,37.59,3,112.77,67,False,Wednesday,29,7,False,False,,Summer
2025-07-28,S008,Northeast,Neighborhood Market,Electronics,76.14,False,0.0,76.14,0,0.0,62,False,Monday,31,7,False,False,,Summer
2024-08-26,S008,Northeast,Neighborhood Market,Electronics,319.67,False,0.0,319.67,7,2237.69,83,False,Monday,35,8,False,False,,Summer
2024-11-17,S008,Northeast,Neighborhood Market,Electronics,364.8,False,0.0,364.8,7,2553.6,49,False,Sunday,46,11,True,False,,Fall
2024-09-12,S008,Northeast,Neighborhood Market,Electronics,446.47,False,0.0,446.47,6,2678.82,113,False,Thursday,37,9,False,False,,Fall
2025-07-19,S008,Northeast,Neighborhood Market,Electronics,493.38,False,0.0,493.38,3,1480.14,46,False,Saturday,29,7,True,False,,Summer
2025-02-13,S008,Northeast,Neighborhood Market,Electronics,22.35,False,0.0,22.35,1,22.35,68,False,Thursday,7,2,False,False,,Winter
2024-11-23,S008,Northeast,Neighborhood Market,Electronics,790.58,False,0.0,790.58,4,3162.32,90,False,Saturday,47,11,True,False,,Fall
2025-02-10,S008,Northeast,Neighborhood Market,Grocery,19.71,False,0.0,19.71,5,98.55,203,False,Monday,7,2,False,False,,Winter
