Store,Date,Weekly_Sales,Holiday_Flag,Temperature,Fuel_Price,CPI,Unemployment,day_of_week,week_of_year,month,is_weekend,season
33,11-06-2010,1970-01-01 00:00:00.000310800,0,93.52,3.057,126.1119032,9.849,Thursday,1,1,False,Winter
33,28-01-2011,1970-01-01 00:00:00.000231155,0,56.62,3.231,127.5800323,8.951,Thursday,1,1,False,Winter
33,05-08-2011,1970-01-01 00:00:00.000242456,0,96.93,3.803,129.1846452,8.442,Thursday,1,1,False,Winter
33,25-11-2011,1970-01-01 00:00:00.000255996,1,62.35,3.76,129.8364,8.01,Thursday,1,1,False,Winter
33,17-08-2012,1970-01-01 00:00:00.000270097,0,96.79,4.002,130.7909677,7.147,Thursday,1,1,False,Winter
34,04-05-2012,1970-01-01 00:00:00.000991104,0,65.04,3.747,131.136,9.575,Thursday,1,1,False,Winter
34,18-06-2010,1970-01-01 00:00:00.000941612,0,73.48,2.635,126.114,9.593,Thursday,1,1,False,Winter
34,02-09-2011,1970-01-01 00:00:00.000926455,0,78.24,3.533,129.3259355,10.641,Thursday,1,1,False,Winter
34,16-12-2011,1970-01-01 00:00:00.001151052,0,32.31,3.149,129.8980645,10.148,Thursday,1,1,False,Winter
34,04-03-2011,1970-01-01 00:00:00.000963910,0,46.21,3.305,128.26475,10.398,Thursday,1,1,False,Winter
34,30-04-2010,1970-01-01 00:00:00.000859922,0,56.58,2.787,126.3805667,9.593,Thursday,1,1,False,Winter
34,10-08-2012,1970-01-01 00:00:00.001004523,0,78.26,3.476,130.7561613,9.285,Thursday,1,1,False,Winter
34,06-05-2011,1970-01-01 00:00:00.000965853,0,54.4,3.866,129.0444333,10.581,Thursday,1,1,False,Winter
34,13-05-2011,1970-01-01 00:00:00.000966232,0,63.05,3.872,129.089,10.581,Thursday,1,1,False,Winter
34,11-06-2010,1970-01-01 00:00:00.000954681,0,80.84,2.668,126.1119032,9.593,Thursday,1,1,False,Winter
34,28-01-2011,1970-01-01 00:00:00.000836717,0,34.68,3.022,127.5800323,10.398,Thursday,1,1,False,Winter
34,05-08-2011,1970-01-01 00:00:00.000942236,0,76.71,3.662,129.1846452,10.641,Thursday,1,1,False,Winter
34,25-11-2011,1970-01-01 00:00:00.001345595,1,45.99,3.225,129.8364,10.148,Thursday,1,1,False,Winter
34,17-08-2012,1970-01-01 00:00:00.001013820,0,77.78,3.552,130.7909677,9.285,Thursday,1,1,False,Winter
35,04-05-2012,1970-01-01 00:00:00.000772036,0,53.68,3.951,142.0177929,8.876,Thursday,1,1,False,Winter
35,18-06-2010,1970-01-01 00:00:00.001198025,0,70.0,2.78,136.3243393,9.051,Thursday,1,1,False,Winter
35,02-09-2011,1970-01-01 00:00:00.000813486,0,71.44,3.703,140.196985,8.684,Thursday,1,1,False,Winter
35,16-12-2011,1970-01-01 00:00:00.001115255,0,40.68,3.413,140.4700795,8.745,Thursday,1,1,False,Winter
35,04-03-2011,1970-01-01 00:00:00.000850448,0,36.99,3.433,137.5017028,8.549,Thursday,1,1,False,Winter
35,30-04-2010,1970-01-01 00:00:00.001096930,0,53.55,2.921,135.9170833,9.051,Thursday,1,1,False,Winter
35,10-08-2012,1970-01-01 00:00:00.000888368,0,78.44,3.722,142.1705634,8.839,Thursday,1,1,False,Winter
35,06-05-2011,1970-01-01 00:00:00.000835181,0,56.48,4.046,138.4131202,8.512,Thursday,1,1,False,Winter
35,13-05-2011,1970-01-01 00:00:00.000826155,0,60.07,4.066,138.4959286,8.512,Thursday,1,1,False,Winter
35,11-06-2010,1970-01-01 00:00:00.001160412,0,68.9,2.809,136.2874263,9.051,Thursday,1,1,False,Winter
35,28-01-2011,1970-01-01 00:00:00.000633289,0,23.64,3.237,136.9706544,8.549,Thursday,1,1,False,Winter
35,05-08-2011,1970-01-01 00:00:00.000826820,0,78.14,3.842,139.9896486,8.684,Thursday,1,1,False,Winter
35,25-11-2011,1970-01-01 00:00:00.001733822,1,47.88,3.492,140.4217857,8.745,Thursday,1,1,False,Winter
35,17-08-2012,1970-01-01 00:00:00.000887979,0,76.51,3.807,142.2157385,8.839,Thursday,1,1,False,Winter
36,04-05-2012,1970-01-01 00:00:00.000312467,0,77.17,3.835,220.3545033,6.989,Thursday,1,1,False,Winter
36,18-06-2010,1970-01-01 00:00:00.000485694,0,84.37,2.572,210.2108417,8.464,Thursday,1,1,False,Winter
36,02-09-2011,1970-01-01 00:00:00.000350276,0,87.5,3.481,214.5516896,8.177,Thursday,1,1,False,Winter
36,16-12-2011,1970-01-01 00:00:00.000341503,0,58.31,3.133,217.8781339,7.716,Thursday,1,1,False,Winter
36,04-03-2011,1970-01-01 00:00:00.000402579,0,64.55,3.282,212.576205,8.395,Thursday,1,1,False,Winter
36,30-04-2010,1970-01-01 00:00:00.000457899,0,70.9,2.725,209.170772,8.464,Thursday,1,1,False,Winter
36,10-08-2012,1970-01-01 00:00:00.000298947,0,84.41,3.49,220.6404663,6.623,Thursday,1,1,False,Winter
36,06-05-2011,1970-01-01 00:00:00.000393401,0,69.56,3.917,214.5240376,8.3,Thursday,1,1,False,Winter
36,13-05-2011,1970-01-01 00:00:00.000395316,0,76.73,3.92,214.6899778,8.3,Thursday,1,1,False,Winter
36,11-06-2010,1970-01-01 00:00:00.000467711,0,82.3,2.615,210.2135668,8.464,Thursday,1,1,False,Winter
36,28-01-2011,1970-01-01 00:00:00.000372174,0,48.74,2.995,210.9682412,8.395,Thursday,1,1,False,Winter
36,05-08-2011,1970-01-01 00:00:00.000381017,0,86.71,3.652,214.2972939,8.177,Thursday,1,1,False,Winter
36,25-11-2011,1970-01-01 00:00:00.000332811,1,66.41,3.181,217.1812533,7.716,Thursday,1,1,False,Winter
36,17-08-2012,1970-01-01 00:00:00.000314607,0,85.89,3.571,220.7199609,6.623,Thursday,1,1,False,Winter
37,04-05-2012,1970-01-01 00:00:00.000535311,0,77.17,3.749,220.3545033,6.989,Thursday,1,1,False,Winter
37,18-06-2010,1970-01-01 00:00:00.000505761,0,84.37,2.637,210.2108417,8.464,Thursday,1,1,False,Winter
37,02-09-2011,1970-01-01 00:00:00.000530367,0,87.5,3.533,214.5516896,8.177,Thursday,1,1,False,Winter
37,16-12-2011,1970-01-01 00:00:00.000533905,0,58.31,3.159,217.8781339,7.716,Thursday,1,1,False,Winter
37,04-03-2011,1970-01-01 00:00:00.000527572,0,64.55,3.288,212.576205,8.395,Thursday,1,1,False,Winter
37,30-04-2010,1970-01-01 00:00:00.000517850,0,70.9,2.78,209.170772,8.464,Thursday,1,1,False,Winter
37,10-08-2012,1970-01-01 00:00:00.000500964,0,84.41,3.494,220.6404663,6.623,Thursday,1,1,False,Winter
37,06-05-2011,1970-01-01 00:00:00.000547513,0,69.56,3.906,214.5240376,8.3,Thursday,1,1,False,Winter
37,13-05-2011,1970-01-01 00:00:00.000511871,0,76.73,3.899,214.6899778,8.3,Thursday,1,1,False,Winter
37,11-06-2010,1970-01-01 00:00:00.000481915,0,82.3,2.668,210.2135668,8.464,Thursday,1,1,False,Winter
37,28-01-2011,1970-01-01 00:00:00.000513672,0,48.74,3.01,210.9682412,8.395,Thursday,1,1,False,Winter
37,05-08-2011,1970-01-01 00:00:00.000510787,0,86.71,3.684,214.2972939,8.177,Thursday,1,1,False,Winter
37,25-11-2011,1970-01-01 00:00:00.000522554,1,66.41,3.236,217.1812533,7.716,Thursday,1,1,False,Winter
37,17-08-2012,1970-01-01 00:00:00.000509633,0,85.89,3.571,220.7199609,6.623,Thursday,1,1,False,Winter
38,04-05-2012,1970-01-01 00:00:00.000491755,0,76.03,4.171,131.136,11.627,Thursday,1,1,False,Winter
38,18-06-2010,1970-01-01 00:00:00.000335691,0,81.06,3.043,126.114,14.099,Thursday,1,1,False,Winter
38,02-09-2011,1970-01-01 00:00:00.000416953,0,93.66,3.798,129.3259355,13.503,Thursday,1,1,False,Winter
38,16-12-2011,1970-01-01 00:00:00.000404283,0,43.29,3.6,129.8980645,12.89,Thursday,1,1,False,Winter
38,04-03-2011,1970-01-01 00:00:00.000405429,0,51.72,3.674,128.26475,14.021,Thursday,1,1,False,Winter
38,30-04-2010,1970-01-01 00:00:00.000337979,0,67.38,3.105,126.3805667,14.099,Thursday,1,1,False,Winter
38,10-08-2012,1970-01-01 00:00:00.000436690,0,95.91,3.811,130.7561613,10.926,Thursday,1,1,False,Winter
38,06-05-2011,1970-01-01 00:00:00.000422186,0,68.4,4.193,129.0444333,13.736,Thursday,1,1,False,Winter
38,13-05-2011,1970-01-01 00:00:00.000366977,0,70.93,4.202,129.089,13.736,Thursday,1,1,False,Winter
38,11-06-2010,1970-01-01 00:00:00.000354828,0,90.84,2.949,126.1119032,14.099,Thursday,1,1,False,Winter
38,28-01-2011,1970-01-01 00:00:00.000357557,0,50.74,3.342,127.5800323,14.021,Thursday,1,1,False,Winter
38,05-08-2011,1970-01-01 00:00:00.000437631,0,90.61,3.803,129.1846452,13.503,Thursday,1,1,False,Winter
38,25-11-2011,1970-01-01 00:00:00.000393715,1,53.25,3.622,129.8364,12.89,Thursday,1,1,False,Winter
38,17-08-2012,1970-01-01 00:00:00.000411866,0,94.87,4.002,130.7909677,10.926,Thursday,1,1,False,Winter
39,04-05-2012,1970-01-01 00:00:00.001512227,0,77.15,3.749,220.3545033,6.989,Thursday,1,1,False,Winter
39,18-06-2010,1970-01-01 00:00:00.001368312,0,83.96,2.637,210.2108417,8.464,Thursday,1,1,False,Winter
39,02-09-2011,1970-01-01 00:00:00.001465089,0,88.65,3.533,214.5516896,8.177,Thursday,1,1,False,Winter
39,16-12-2011,1970-01-01 00:00:00.001991824,0,58.58,3.159,217.8781339,7.716,Thursday,1,1,False,Winter
39,04-03-2011,1970-01-01 00:00:00.001316385,0,63.56,3.288,212.576205,8.395,Thursday,1,1,False,Winter
39,30-04-2010,1970-01-01 00:00:00.001263836,0,70.03,2.78,209.170772,8.464,Thursday,1,1,False,Winter
39,10-08-2012,1970-01-01 00:00:00.001641867,0,83.47,3.494,220.6404663,6.623,Thursday,1,1,False,Winter
39,06-05-2011,1970-01-01 00:00:00.001370920,0,68.75,3.906,214.5240376,8.3,Thursday,1,1,False,Winter
39,13-05-2011,1970-01-01 00:00:00.001325022,0,77.39,3.899,214.6899778,8.3,Thursday,1,1,False,Winter
39,11-06-2010,1970-01-01 00:00:00.001371405,0,81.78,2.668,210.2135668,8.464,Thursday,1,1,False,Winter
39,28-01-2011,1970-01-01 00:00:00.001158698,0,47.94,3.01,210.9682412,8.395,Thursday,1,1,False,Winter
39,05-08-2011,1970-01-01 00:00:00.001518790,0,87.73,3.684,214.2972939,8.177,Thursday,1,1,False,Winter
39,25-11-2011,1970-01-01 00:00:00.002338832,1,66.36,3.236,217.1812533,7.716,Thursday,1,1,False,Winter
39,17-08-2012,1970-01-01 00:00:00.001720221,0,84.72,3.571,220.7199609,6.623,Thursday,1,1,False,Winter
40,04-05-2012,1970-01-01 00:00:00.000993311,0,44.47,3.991,138.0332,4.125,Thursday,1,1,False,Winter
40,18-06-2010,1970-01-01 00:00:00.000973105,0,60.97,2.805,132.4733333,5.435,Thursday,1,1,False,Winter
40,02-09-2011,1970-01-01 00:00:00.000957298,0,63.79,3.784,136.2440968,4.584,Thursday,1,1,False,Winter
40,16-12-2011,1970-01-01 00:00:00.001198670,0,29.53,3.445,136.5335161,4.42,Thursday,1,1,False,Winter
40,04-03-2011,1970-01-01 00:00:00.000977070,0,18.49,3.437,133.6141429,5.114,Thursday,1,1,False,Winter
40,30-04-2010,1970-01-01 00:00:00.000816838,0,46.5,2.935,132.0644333,5.435,Thursday,1,1,False,Winter
40,10-08-2012,1970-01-01 00:00:00.001007906,0,70.09,3.772,138.1437742,4.156,Thursday,1,1,False,Winter
40,06-05-2011,1970-01-01 00:00:00.001016752,0,50.81,4.078,134.5143667,4.781,Thursday,1,1,False,Winter
40,13-05-2011,1970-01-01 00:00:00.000903864,0,54.09,4.095,134.593,4.781,Thursday,1,1,False,Winter
40,11-06-2010,1970-01-01 00:00:00.001007574,0,59.42,2.83,132.4357419,5.435,Thursday,1,1,False,Winter
40,28-01-2011,1970-01-01 00:00:00.000775910,0,9.51,3.243,133.1059677,5.114,Thursday,1,1,False,Winter
40,05-08-2011,1970-01-01 00:00:00.001063818,0,68.1,3.903,136.0540323,4.584,Thursday,1,1,False,Winter
40,25-11-2011,1970-01-01 00:00:00.001230011,1,32.76,3.536,136.4788,4.42,Thursday,1,1,False,Winter
40,17-08-2012,1970-01-01 00:00:00.000969387,0,69.41,3.84,138.1857097,4.156,Thursday,1,1,False,Winter
41,04-05-2012,1970-01-01 00:00:00.001359770,0,52.86,3.903,197.6063534,6.547,Thursday,1,1,False,Winter
41,18-06-2010,1970-01-01 00:00:00.001202963,0,54.9,2.674,189.4185259,7.363,Thursday,1,1,False,Winter
41,02-09-2011,1970-01-01 00:00:00.001283849,0,70.37,3.511,194.5092113,6.901,Thursday,1,1,False,Winter
41,16-12-2011,1970-01-01 00:00:00.001682368,0,25.01,3.266,195.9841685,6.759,Thursday,1,1,False,Winter
41,04-03-2011,1970-01-01 00:00:00.001229257,0,34.99,3.232,192.0116004,7.241,Thursday,1,1,False,Winter
41,30-04-2010,1970-01-01 00:00:00.001063960,0,40.2,2.766,189.575127,7.363,Thursday,1,1,False,Winter
41,10-08-2012,1970-01-01 00:00:00.001504545,0,71.73,3.509,198.0795651,6.432,Thursday,1,1,False,Winter
41,06-05-2011,1970-01-01 00:00:00.001244956,0,41.2,3.735,192.7252006,6.934,Thursday,1,1,False,Winter
41,13-05-2011,1970-01-01 00:00:00.001270025,0,50.29,3.767,192.826069,6.934,Thursday,1,1,False,Winter
41,11-06-2010,1970-01-01 00:00:00.001217199,0,63.36,2.684,189.4000734,7.363,Thursday,1,1,False,Winter
41,28-01-2011,1970-01-01 00:00:00.001026439,0,32.23,3.008,191.667891,7.241,Thursday,1,1,False,Winter
41,05-08-2011,1970-01-01 00:00:00.001402233,0,72.19,3.554,193.9110133,6.901,Thursday,1,1,False,Winter
41,25-11-2011,1970-01-01 00:00:00.001906713,1,36.37,3.424,195.7704,6.759,Thursday,1,1,False,Winter
41,17-08-2012,1970-01-01 00:00:00.001560590,0,65.77,3.545,198.1001057,6.432,Thursday,1,1,False,Winter
42,04-05-2012,1970-01-01 00:00:00.000609274,0,77.02,4.058,131.136,7.382,Thursday,1,1,False,Winter
42,18-06-2010,1970-01-01 00:00:00.000529418,0,83.49,2.935,126.114,9.524,Thursday,1,1,False,Winter
42,02-09-2011,1970-01-01 00:00:00.000537124,0,91.61,3.798,129.3259355,8.257,Thursday,1,1,False,Winter
42,16-12-2011,1970-01-01 00:00:00.000598437,0,50.53,3.489,129.8980645,7.874,Thursday,1,1,False,Winter
42,04-03-2011,1970-01-01 00:00:00.000570879,0,56.96,3.674,128.26475,8.744,Thursday,1,1,False,Winter
42,30-04-2010,1970-01-01 00:00:00.000477615,0,69.76,3.105,126.3805667,9.524,Thursday,1,1,False,Winter
42,10-08-2012,1970-01-01 00:00:00.000576620,0,90.78,3.811,130.7561613,7.17,Thursday,1,1,False,Winter
42,06-05-2011,1970-01-01 00:00:00.000612337,0,73.56,4.193,129.0444333,8.494,Thursday,1,1,False,Winter
42,13-05-2011,1970-01-01 00:00:00.000603024,0,74.04,4.202,129.089,8.494,Thursday,1,1,False,Winter
42,11-06-2010,1970-01-01 00:00:00.000607218,0,89.67,3.057,126.1119032,9.524,Thursday,1,1,False,Winter
42,28-01-2011,1970-01-01 00:00:00.000499081,0,53.03,3.231,127.5800323,8.744,Thursday,1,1,False,Winter
42,05-08-2011,1970-01-01 00:00:00.000572603,0,89.8,3.803,129.1846452,8.257,Thursday,1,1,False,Winter
42,25-11-2011,1970-01-01 00:00:00.000577698,1,60.68,3.76,129.8364,7.874,Thursday,1,1,False,Winter
42,17-08-2012,1970-01-01 00:00:00.000575997,0,88.83,4.002,130.7909677,7.17,Thursday,1,1,False,Winter
43,04-05-2012,1970-01-01 00:00:00.000637964,0,77.47,3.749,213.1125857,9.575,Thursday,1,1,False,Winter
43,18-06-2010,1970-01-01 00:00:00.000700009,0,84.9,2.637,203.370619,9.593,Thursday,1,1,False,Winter
43,02-09-2011,1970-01-01 00:00:00.000594224,0,87.84,3.533,207.6206959,10.641,Thursday,1,1,False,Winter
43,16-12-2011,1970-01-01 00:00:00.000665007,0,43.78,3.159,210.7365392,10.148,Thursday,1,1,False,Winter
43,04-03-2011,1970-01-01 00:00:00.000616345,0,60.26,3.288,205.7148214,10.398,Thursday,1,1,False,Winter
43,30-04-2010,1970-01-01 00:00:00.000630740,0,66.91,2.78,202.4312238,9.593,Thursday,1,1,False,Winter
43,10-08-2012,1970-01-01 00:00:00.000643558,0,86.36,3.494,213.3473641,9.285,Thursday,1,1,False,Winter
43,06-05-2011,1970-01-01 00:00:00.000649148,0,66.77,3.906,207.5714929,10.581,Thursday,1,1,False,Winter
43,13-05-2011,1970-01-01 00:00:00.000684655,0,76.03,3.899,207.7281429,10.581,Thursday,1,1,False,Winter
43,11-06-2010,1970-01-01 00:00:00.000684023,0,88.12,2.668,203.3727673,9.593,Thursday,1,1,False,Winter
43,28-01-2011,1970-01-01 00:00:00.000562558,0,44.98,3.01,204.1789677,10.398,Thursday,1,1,False,Winter
43,05-08-2011,1970-01-01 00:00:00.000605956,0,87.47,3.684,207.3732949,10.641,Thursday,1,1,False,Winter
43,25-11-2011,1970-01-01 00:00:00.000669965,1,55.7,3.236,210.0888571,10.148,Thursday,1,1,False,Winter
43,17-08-2012,1970-01-01 00:00:00.000640210,0,85.66,3.571,213.4226959,9.285,Thursday,1,1,False,Winter
44,04-05-2012,1970-01-01 00:00:00.000326053,0,54.41,3.831,131.136,5.621,Thursday,1,1,False,Winter
44,18-06-2010,1970-01-01 00:00:00.000293481,0,58.41,2.819,126.114,7.972,Thursday,1,1,False,Winter
44,02-09-2011,1970-01-01 00:00:00.000309543,0,77.0,3.58,129.3259355,6.56,Thursday,1,1,False,Winter
44,16-12-2011,1970-01-01 00:00:00.000311144,0,27.85,3.282,129.8980645,6.078,Thursday,1,1,False,Winter
44,04-03-2011,1970-01-01 00:00:00.000293984,0,34.23,3.23,128.26475,7.224,Thursday,1,1,False,Winter
44,30-04-2010,1970-01-01 00:00:00.000272997,0,48.33,2.941,126.3805667,7.972,Thursday,1,1,False,Winter
44,10-08-2012,1970-01-01 00:00:00.000333594,0,81.69,3.509,130.7561613,5.407,Thursday,1,1,False,Winter
44,06-05-2011,1970-01-01 00:00:00.000299354,0,47.75,3.744,129.0444333,6.906,Thursday,1,1,False,Winter
44,13-05-2011,1970-01-01 00:00:00.000307095,0,52.4,3.77,129.089,6.906,Thursday,1,1,False,Winter
44,11-06-2010,1970-01-01 00:00:00.000296818,0,65.24,2.841,126.1119032,7.972,Thursday,1,1,False,Winter
44,28-01-2011,1970-01-01 00:00:00.000276011,0,31.64,2.96,127.5800323,7.224,Thursday,1,1,False,Winter
44,05-08-2011,1970-01-01 00:00:00.000298080,0,75.56,3.595,129.1846452,6.56,Thursday,1,1,False,Winter
44,25-11-2011,1970-01-01 00:00:00.000309129,1,38.89,3.445,129.8364,6.078,Thursday,1,1,False,Winter
44,17-08-2012,1970-01-01 00:00:00.000327389,0,79.4,3.545,130.7909677,5.407,Thursday,1,1,False,Winter
45,04-05-2012,1970-01-01 00:00:00.000782300,0,55.21,3.951,190.9222115,8.567,Thursday,1,1,False,Winter
45,18-06-2010,1970-01-01 00:00:00.000815130,0,72.62,2.78,182.4424199,8.899,Thursday,1,1,False,Winter
45,02-09-2011,1970-01-01 00:00:00.000726482,0,70.63,3.703,186.6189274,8.625,Thursday,1,1,False,Winter
45,16-12-2011,1970-01-01 00:00:00.001078905,0,39.93,3.413,188.7979349,8.523,Thursday,1,1,False,Winter
45,04-03-2011,1970-01-01 00:00:00.000761880,0,38.65,3.433,184.3879911,8.549,Thursday,1,1,False,Winter
45,30-04-2010,1970-01-01 00:00:00.000737265,0,53.15,2.921,181.6620359,8.899,Thursday,1,1,False,Winter
45,10-08-2012,1970-01-01 00:00:00.000733037,0,78.65,3.722,191.1626135,8.684,Thursday,1,1,False,Winter
45,06-05-2011,1970-01-01 00:00:00.000810150,0,58.21,4.046,185.9374378,8.521,Thursday,1,1,False,Winter
45,13-05-2011,1970-01-01 00:00:00.000793889,0,60.38,4.066,186.0719231,8.521,Thursday,1,1,False,Winter
45,11-06-2010,1970-01-01 00:00:00.000794698,0,69.71,2.809,182.4315571,8.899,Thursday,1,1,False,Winter
45,28-01-2011,1970-01-01 00:00:00.000617207,0,24.05,3.237,183.1800955,8.549,Thursday,1,1,False,Winter
45,05-08-2011,1970-01-01 00:00:00.000765996,0,78.22,3.842,186.3734038,8.625,Thursday,1,1,False,Winter
45,25-11-2011,1970-01-01 00:00:00.001170672,1,48.71,3.492,188.3504,8.523,Thursday,1,1,False,Winter
45,17-08-2012,1970-01-01 00:00:00.000722496,0,75.71,3.807,191.2284919,8.684,Thursday,1,1,False,Winter
